Contract,tenure,MonthlyCharges,TechSupport,TotalCharges,InternetService,Partner,OnlineSecurity,Dependents,PaymentMethod,DeviceProtection,StreamingTV,OnlineBackup,PhoneService,Churn
0,16,72.65,0,1194.3,1,0,0,0,2,0,0,0,1,1
1,23,55.8,0,1327.85,0,0,0,0,0,2,0,2,1,0
0,14,31.1,0,419.7,0,0,0,0,3,0,0,2,0,0
0,1,21.0,1,21.0,2,1,1,1,2,1,1,1,1,1
0,1,45.1,0,45.1,0,0,0,0,3,0,0,0,1,1
0,4,50.95,0,207.35,0,0,0,0,1,0,2,2,0,0
0,16,69.1,0,1083.7,0,0,2,1,2,0,0,2,1,0
0,46,43.95,0,2007.85,0,1,0,0,2,0,2,0,0,0
2,68,86.5,2,5882.75,0,0,2,1,0,0,2,2,1,0
0,38,69.95,2,2657.55,0,0,2,0,2,2,0,2,1,0
0,30,50.4,0,1527.5,0,1,0,0,0,0,0,2,1,1
0,5,78.95,0,378.4,1,0,0,0,2,0,0,0,1,1
2,4,19.9,1,76.65,2,1,1,1,3,1,1,1,1,0
1,12,20.15,1,260.7,2,0,1,0,2,1,1,1,1,0
0,3,92.0,0,266.8,1,0,0,0,2,0,2,0,1,0
1,41,24.85,1,962.25,2,0,1,0,3,1,1,1,1,0
1,40,36.0,2,1382.9,0,0,0,0,1,0,0,2,0,0
0,7,78.5,2,571.05,0,0,2,0,2,0,2,2,1,0
2,69,19.95,1,1399.35,2,0,1,0,1,1,1,1,1,0
1,7,20.65,1,150.0,2,1,1,1,3,1,1,1,1,0
0,5,30.5,0,167.2,0,1,0,1,2,0,0,2,0,0
1,44,20.5,1,865.05,2,1,1,1,0,1,1,1,1,0
1,65,95.5,0,6153.85,1,0,0,0,2,2,2,2,1,0
0,3,64.6,2,174.2,0,0,0,0,2,0,2,0,1,0
0,24,51.1,2,1269.6,0,0,0,0,1,0,0,0,1,0
0,44,84.8,0,3862.55,1,0,0,0,0,2,0,2,1,1
2,72,89.1,2,6352.4,0,1,2,0,1,2,2,2,1,0
0,24,54.95,2,1348.5,0,0,2,0,2,0,0,0,1,0
0,1,50.9,0,50.9,0,0,0,0,3,2,0,0,1,1
0,22,20.45,1,471.55,2,1,1,0,0,1,1,1,1,0
2,70,85.95,2,5931.75,0,1,0,1,1,2,2,2,1,0
0,25,60.35,0,1404.65,0,1,0,1,2,0,2,0,1,0
2,37,19.8,1,726.1,2,1,1,1,0,1,1,1,1,0
0,22,85.35,0,1961.6,1,1,0,1,0,0,2,0,1,0
2,59,72.1,2,4194.85,0,1,0,1,0,2,2,0,1,0
0,49,99.8,0,4872.45,1,1,0,1,2,2,2,0,1,1
0,47,107.35,2,5118.95,1,1,0,1,0,2,2,0,1,1
0,31,19.55,1,658.95,2,1,1,1,3,1,1,1,1,1
0,1,81.05,0,81.05,1,1,0,1,2,0,0,0,1,0
0,3,20.5,1,76.95,2,0,1,0,2,1,1,1,1,0
1,53,111.8,2,5809.75,1,1,0,0,0,2,2,2,1,0
0,1,20.2,1,20.2,2,0,1,0,3,1,1,1,1,0
1,20,19.7,1,415.9,2,0,1,0,3,1,1,1,1,0
0,3,79.1,0,246.5,1,0,2,0,2,0,0,2,1,1
1,51,19.85,1,996.95,2,0,1,0,0,1,1,1,1,0
1,51,60.5,2,3145.15,0,1,2,0,0,0,0,2,1,0
2,13,19.55,1,265.3,2,1,1,1,3,1,1,1,1,0
0,1,20.9,1,20.9,2,0,1,0,3,1,1,1,1,0
0,1,21.05,1,21.05,2,0,1,1,3,1,1,1,1,0
1,63,71.5,2,4576.3,0,0,2,0,2,2,0,2,1,0
2,46,19.2,1,908.15,2,0,1,0,1,1,1,1,1,0
2,71,20.5,1,1500.95,2,1,1,1,0,1,1,1,1,0
0,55,90.4,0,5099.15,1,1,0,1,1,2,2,0,1,0
1,70,90.25,2,6385.95,1,0,0,0,0,2,0,2,1,0
0,2,80.75,0,159.45,1,0,0,0,2,0,0,0,1,1
2,67,104.6,2,6885.75,1,1,2,1,0,0,2,0,1,0
0,65,91.85,0,5940.85,1,1,0,0,0,0,2,2,1,1
0,14,50.2,0,668.85,0,1,0,0,1,2,0,0,1,0
0,20,95.5,2,1916.2,1,1,0,1,0,2,0,0,1,0
0,1,75.35,0,75.35,1,0,0,1,2,0,0,2,1,1
0,1,75.45,0,75.45,1,0,0,0,2,0,0,0,1,1
0,49,95.4,0,4613.95,1,1,0,1,0,0,2,0,1,0
2,72,101.3,0,7261.25,1,0,2,0,0,2,2,2,1,0
0,5,34.25,2,163.55,0,1,0,1,2,0,0,2,0,0
0,33,88.6,2,2888.7,1,1,0,1,1,2,0,2,1,0
1,42,60.15,0,2421.6,0,0,2,0,0,0,0,2,1,0
1,23,99.95,0,2292.75,1,0,2,0,1,2,2,0,1,0
1,66,54.8,0,3465.7,0,0,2,0,3,0,0,2,1,0
0,24,49.55,0,1210.4,0,0,2,0,0,0,0,0,1,1
0,24,54.8,0,1291.3,0,0,0,0,1,0,0,2,1,0
1,69,78.6,2,5356.45,0,0,2,0,1,2,0,2,1,1
1,53,100.3,0,5200.8,1,0,0,0,3,2,2,2,1,0
2,60,53.6,0,3237.05,0,0,2,0,2,2,2,0,0,0
0,7,81.1,0,576.65,1,1,0,0,2,0,2,0,1,1
1,20,19.35,1,433.75,2,0,1,0,1,1,1,1,1,0
0,23,85.6,0,1868.4,1,1,0,1,2,0,0,0,1,0
2,72,80.8,2,5728.55,0,1,2,1,2,2,2,0,1,0
0,11,74.95,0,825.7,1,1,0,0,2,0,0,0,1,1
2,21,19.6,1,390.4,2,0,1,0,3,1,1,1,1,0
0,1,93.55,0,93.55,1,0,0,0,2,0,2,0,1,1
0,31,90.7,0,2845.15,1,0,0,0,2,0,2,2,1,0
2,57,69.75,2,3894.4,0,0,0,0,3,2,2,2,1,0
2,45,20.0,1,886.4,2,1,1,1,0,1,1,1,1,0
0,10,95.25,0,1021.55,1,0,0,0,2,2,0,2,1,0
0,58,102.1,2,5885.4,1,1,0,0,1,2,2,0,1,1
0,14,19.95,1,268.4,2,0,1,1,3,1,1,1,1,0
1,27,80.85,2,2204.35,0,1,2,0,3,0,2,0,1,0
0,14,90.9,0,1259.0,1,1,0,1,0,0,0,2,1,1
0,12,29.2,0,309.1,0,1,0,1,3,0,0,2,0,1
2,69,93.3,2,6398.05,1,1,0,1,0,0,0,2,1,0
0,25,89.15,0,2257.75,1,1,0,1,0,2,2,2,1,1
1,58,108.85,0,6287.25,1,1,2,0,2,2,2,2,1,1
2,35,46.35,2,1662.05,0,1,2,1,1,0,2,0,0,0
0,16,84.75,0,1350.15,1,0,0,0,2,0,2,0,1,1
1,45,78.75,0,3600.65,0,1,0,1,1,2,2,2,1,0
0,17,83.55,0,1329.15,1,0,0,0,2,0,2,2,1,0
0,1,45.7,0,45.7,0,1,0,1,2,0,0,0,1,1
1,22,19.6,1,422.5,2,0,1,0,3,1,1,1,1,0
0,1,69.95,0,69.95,1,0,0,0,2,0,0,0,1,1
2,67,67.85,2,4627.65,0,1,2,1,3,2,0,0,1,0
2,67,105.65,2,6717.9,1,1,0,1,0,2,2,0,1,0
0,2,44.6,0,97.1,0,1,0,0,2,0,2,0,0,1
0,23,74.95,0,1710.45,1,0,0,0,2,0,0,0,1,1
0,5,20.15,1,117.95,2,0,1,0,3,1,1,1,1,0
2,54,45.2,2,2460.55,0,0,2,0,1,0,2,0,0,0
2,57,95.25,0,5464.65,1,0,0,0,2,2,2,0,1,1
0,24,89.85,0,2165.05,1,0,0,0,3,2,2,0,1,1
0,5,47.15,0,223.15,0,0,0,0,2,0,0,0,1,1
0,2,80.2,0,181.1,1,0,0,0,2,0,0,0,1,1
0,4,87.1,2,341.45,1,0,0,1,3,2,0,0,1,1
2,70,79.25,2,5731.85,0,1,2,1,0,2,2,2,1,0
0,5,75.9,0,357.75,1,0,0,0,0,0,0,0,1,1
0,53,85.7,2,4616.1,0,1,2,1,2,2,2,0,1,0
0,47,98.75,0,4533.7,1,1,2,0,2,2,2,2,1,1
1,31,20.1,1,589.25,2,0,1,1,1,1,1,1,1,0
0,13,61.8,2,750.1,0,1,0,1,0,2,0,2,1,0
0,28,49.9,0,1410.25,0,1,0,1,3,0,0,0,1,0
0,10,86.45,0,830.85,1,0,0,0,2,0,0,0,1,1
2,38,20.4,1,743.5,2,1,1,0,0,1,1,1,1,0
0,1,45.3,0,45.3,0,0,0,0,3,0,0,0,1,1
1,52,75.4,0,3865.45,0,1,2,0,3,0,2,2,1,0
2,62,108.15,2,6825.65,1,1,2,1,3,2,2,2,1,0
0,16,86.25,0,1340.1,1,0,0,0,2,0,0,2,1,0
0,5,81.0,0,371.65,1,1,0,0,2,0,0,2,1,1
1,12,95.7,0,1184.0,1,0,0,0,2,2,2,0,1,0
2,72,116.85,2,8477.7,1,1,2,1,0,2,2,2,1,0
1,71,105.75,2,7382.85,1,0,0,0,0,0,2,2,1,0
1,24,20.15,1,456.85,2,1,1,0,3,1,1,1,1,0
2,15,19.6,1,331.6,2,0,1,0,3,1,1,1,1,0
0,2,60.95,0,134.6,0,0,2,1,0,0,0,2,1,0
0,5,25.05,0,125.5,0,1,0,1,3,0,0,0,0,0
0,15,88.15,0,1390.6,1,1,0,0,2,0,2,0,1,1
0,1,20.2,1,20.2,2,0,1,0,3,1,1,1,1,1
1,41,60.3,0,2511.3,0,1,2,1,0,2,0,2,1,0
0,43,63.95,0,2737.05,0,0,2,1,2,0,0,2,1,0
0,1,70.6,0,70.6,1,0,0,0,3,0,0,0,1,0
0,26,90.8,0,2361.8,1,1,0,1,2,0,2,0,1,1
0,22,79.35,0,1730.35,1,0,0,0,2,0,0,2,1,1
2,71,90.55,2,6404.0,0,1,2,0,0,2,2,2,1,0
2,7,19.45,1,165.35,2,0,1,0,3,1,1,1,1,0
0,16,69.65,0,1043.3,1,0,0,0,2,0,0,0,1,0
1,7,19.5,1,128.6,2,0,1,0,3,1,1,1,1,0
2,69,110.5,2,7455.45,1,0,0,0,0,2,2,2,1,0
0,1,24.7,0,24.7,0,0,0,1,3,0,0,0,0,0
0,3,77.4,0,206.15,0,0,2,0,2,2,2,0,1,0
0,21,96.8,0,2030.3,1,0,0,0,0,2,2,0,1,1
0,69,85.4,0,5869.4,1,1,0,0,0,2,0,2,1,0
2,71,47.6,2,3377.8,0,1,2,0,0,2,0,2,0,0
2,69,19.4,1,1346.2,2,1,1,1,3,1,1,1,1,0
0,47,83.35,0,4065.0,1,1,0,0,0,2,0,2,1,1
0,45,108.45,2,4964.7,1,0,2,0,1,2,2,0,1,0
0,51,81.0,0,4085.75,1,0,0,0,0,0,0,2,1,0
0,22,79.2,2,1742.75,0,1,2,0,2,0,2,0,1,1
2,72,86.65,2,6224.8,0,0,2,0,0,2,2,2,1,0
0,37,92.95,0,3415.25,1,1,0,1,2,2,2,2,1,0
2,71,90.35,2,6325.25,0,1,2,1,2,2,2,2,1,0
0,7,48.7,0,340.25,0,1,0,1,2,2,0,0,1,1
2,66,25.15,1,1683.6,2,0,1,0,1,1,1,1,1,0
1,51,76.4,2,3966.3,0,1,2,1,0,0,2,0,1,0
1,30,19.55,1,608.5,2,1,1,1,0,1,1,1,1,0
0,34,85.35,0,2896.6,1,0,0,0,2,0,2,0,1,0
2,64,24.8,1,1514.85,2,1,1,1,3,1,1,1,1,0
0,47,100.75,2,4669.2,1,0,2,0,3,0,2,2,1,0
0,1,95.6,0,95.6,1,0,2,0,2,0,2,0,1,1
0,49,59.75,0,2934.3,0,0,2,0,1,0,0,2,1,1
2,67,94.1,2,6302.8,1,1,0,1,1,0,2,2,1,0
1,39,19.35,1,779.2,2,0,1,1,0,1,1,1,1,0
0,14,19.9,1,283.75,2,0,1,0,3,1,1,1,1,0
0,56,101.05,0,5594.0,1,0,0,0,2,2,2,0,1,0
1,14,59.1,2,772.85,0,0,0,0,1,0,0,0,1,0
0,1,71.35,0,71.35,1,0,0,0,2,0,0,0,1,1
1,16,55.85,0,857.8,0,1,2,1,3,0,0,2,1,0
0,70,106.05,0,7554.05,1,1,2,1,2,0,2,2,1,0
2,72,84.1,0,5981.65,0,1,2,0,1,2,2,2,1,0
0,23,75.3,0,1702.9,1,1,0,1,1,2,0,0,1,0
0,21,24.7,1,467.15,2,0,1,1,3,1,1,1,1,0
0,1,20.15,1,20.15,2,0,1,0,3,1,1,1,1,1
0,1,69.75,0,69.75,1,0,0,1,0,0,0,0,1,1
0,32,93.2,0,2931.0,1,1,0,0,2,0,2,0,1,1
0,17,80.85,0,1400.85,1,1,0,1,2,0,2,0,1,1
0,4,33.65,0,137.85,0,0,2,0,2,0,0,2,0,1
1,36,55.8,0,1941.5,0,0,0,0,2,2,0,0,1,0
2,50,39.7,2,1932.75,0,0,0,0,1,2,0,2,0,0
0,48,29.5,2,1423.05,0,1,0,1,1,0,0,0,0,0
2,50,20.15,1,970.85,2,0,1,1,1,1,1,1,1,0
2,72,79.55,2,5810.9,0,1,2,0,1,2,0,2,1,0
0,18,19.65,1,391.7,2,0,1,0,3,1,1,1,1,0
0,1,79.95,0,79.95,1,0,0,0,2,0,2,0,1,1
0,1,19.3,1,19.3,2,0,1,0,2,1,1,1,1,1
0,9,94.05,0,811.65,1,0,0,0,2,2,2,0,1,0
0,2,90.75,0,174.75,1,0,2,0,3,0,0,0,1,0
0,40,78.85,2,3126.85,1,1,0,0,1,0,0,0,1,0
1,69,99.5,0,6841.45,1,1,0,0,0,2,2,0,1,0
1,37,99.2,2,3754.6,1,1,2,0,2,2,0,0,1,1
0,18,80.55,0,1406.65,1,0,0,1,1,2,0,0,1,0
0,11,70.2,0,834.7,1,1,0,0,2,0,0,0,1,0
0,8,85.2,0,627.4,1,1,0,0,1,0,0,0,1,1
0,3,75.25,0,242.0,1,0,0,0,2,0,0,0,1,1
1,55,59.45,0,3157.0,0,1,2,1,1,0,0,0,1,0
0,33,93.35,0,3092.0,1,1,0,0,2,2,0,2,1,0
0,46,44.95,0,2168.9,0,0,0,0,0,0,0,0,1,0
2,34,26.1,1,980.35,2,0,1,0,0,1,1,1,1,0
0,3,20.2,1,65.95,2,0,1,0,2,1,1,1,1,0
2,30,21.25,1,711.9,2,1,1,1,3,1,1,1,1,0
1,33,59.4,2,1952.8,0,0,2,0,2,0,0,0,1,0
1,45,95.0,0,4368.85,1,1,0,1,1,2,0,2,1,0
0,40,61.9,2,2647.1,0,0,2,0,3,0,0,2,1,0
2,71,118.65,2,8477.6,1,0,2,0,2,2,2,2,1,0
0,1,54.35,0,54.35,0,0,0,0,2,2,0,0,1,1
2,72,64.45,2,4528.0,0,1,2,1,0,2,2,2,0,0
0,22,80.15,0,1790.65,1,1,0,1,2,0,0,0,1,0
1,46,20.2,1,845.6,2,1,1,1,0,1,1,1,1,0
2,55,21.0,1,1210.3,2,1,1,1,3,1,1,1,1,0
0,1,20.45,1,20.45,2,0,1,0,3,1,1,1,1,0
1,12,75.85,2,854.45,0,0,0,0,3,0,2,0,1,0
0,5,24.95,0,100.4,0,1,0,0,2,0,0,0,0,1
2,67,75.5,0,5229.45,0,1,2,1,2,0,2,0,1,0
0,1,44.45,0,44.45,0,0,0,0,3,0,0,0,1,0
1,40,42.35,0,1716.45,0,1,2,0,2,2,0,2,0,1
0,41,74.55,0,3023.55,0,1,2,1,1,2,2,2,1,0
0,1,75.3,0,75.3,1,0,0,0,2,0,0,0,1,1
1,51,94.8,0,4837.6,1,0,2,0,2,0,2,2,1,1
2,42,48.15,2,2032.3,0,1,2,1,1,2,2,0,0,0
1,23,19.65,1,436.9,2,1,1,1,3,1,1,1,1,0
0,1,70.55,0,70.55,1,0,0,0,2,0,0,0,1,1
0,1,20.15,1,20.15,2,0,1,0,3,1,1,1,1,0
2,12,25.4,1,313.0,2,1,1,1,0,1,1,1,1,0
2,54,69.95,2,3871.85,0,1,2,1,0,2,0,0,1,0
0,7,66.85,0,458.1,0,0,0,0,2,0,2,0,1,0
0,33,86.15,0,2745.7,1,1,0,1,1,0,0,0,1,1
0,16,20.15,1,341.35,2,1,1,1,2,1,1,1,1,0
1,21,64.85,0,1336.8,0,0,2,1,3,2,0,0,1,0
0,3,50.5,2,147.75,0,0,0,0,3,0,0,0,1,0
0,11,72.9,0,818.45,1,0,0,0,2,2,0,0,1,0
1,62,115.05,2,7133.45,1,0,2,0,1,2,2,2,1,0
0,18,19.0,1,348.8,2,0,1,0,2,1,1,1,1,0
0,6,19.55,1,128.6,2,0,1,1,3,1,1,1,1,0
0,21,84.1,0,1737.45,1,0,0,0,2,0,0,0,1,0
2,68,24.15,1,1498.85,2,0,1,0,0,1,1,1,1,0
0,1,50.1,0,50.1,0,0,0,0,2,0,0,0,1,0
0,25,74.6,0,1797.75,1,1,0,0,2,2,0,0,1,0
2,24,19.75,1,498.1,2,0,1,1,3,1,1,1,1,0
0,30,85.0,0,2624.25,1,1,0,0,2,0,0,0,1,1
0,2,80.55,0,184.1,1,0,0,0,2,0,0,0,1,1
1,51,106.8,0,5498.8,1,1,0,0,0,2,2,2,1,0
2,57,84.5,2,4845.4,0,1,2,1,2,2,2,0,1,0
2,15,25.05,1,369.1,2,0,1,0,0,1,1,1,1,0
2,72,83.7,2,6096.9,0,1,2,1,0,2,2,2,1,0
0,2,75.8,0,160.75,1,0,0,0,2,2,0,0,1,1
0,28,96.6,0,2684.35,1,1,0,0,1,2,2,2,1,0
0,29,98.5,0,3004.15,1,1,0,0,2,2,2,0,1,1
2,70,101.1,2,6994.8,1,1,2,1,1,2,2,2,1,0
1,13,20.2,1,273.25,2,0,1,0,3,1,1,1,1,0
1,59,94.05,2,5483.9,1,1,2,0,2,2,0,2,1,0
0,13,95.25,0,1233.65,1,1,0,0,2,0,2,0,1,1
0,7,74.4,0,527.9,1,1,0,0,3,0,0,0,1,1
2,62,81.0,2,4985.9,0,1,2,0,3,2,2,0,1,0
1,21,60.25,2,1258.35,0,0,2,0,2,2,0,0,1,0
0,2,60.85,0,111.4,0,0,0,0,2,2,0,0,1,0
0,4,86.05,0,308.1,1,0,0,0,2,2,0,0,1,0
1,19,20.25,1,383.65,2,0,1,0,1,1,1,1,1,0
0,30,85.15,2,2555.9,1,0,0,0,2,0,2,0,1,1
2,67,19.4,1,1284.2,2,1,1,1,1,1,1,1,1,0
2,72,102.65,0,7550.3,1,1,2,0,1,2,0,2,1,0
2,53,19.9,1,1110.05,2,1,1,0,1,1,1,1,1,0
1,5,19.55,1,99.6,2,0,1,0,2,1,1,1,1,0
2,71,95.5,2,6707.15,1,1,0,0,1,2,0,2,1,0
1,50,84.15,2,4164.4,0,1,0,1,1,2,2,2,1,0
2,56,103.2,2,5873.75,1,1,0,1,2,2,2,0,1,0
0,2,50.2,2,109.25,0,0,0,0,1,0,0,0,1,0
0,2,88.55,0,179.25,1,0,0,0,2,2,0,0,1,1
0,24,54.75,0,1338.15,0,1,2,1,2,0,0,0,1,1
2,46,19.95,1,862.4,2,1,1,1,1,1,1,1,1,0
2,71,116.25,2,8564.75,1,1,2,0,2,2,2,2,1,0
0,29,31.2,2,926.2,0,0,0,0,2,0,0,0,0,0
2,69,24.45,1,1718.2,2,1,1,1,0,1,1,1,1,0
2,71,84.2,2,5956.85,0,1,0,0,1,2,2,2,1,0
0,1,91.3,0,91.3,1,0,0,0,2,0,2,0,1,1
1,56,21.2,1,1238.65,2,0,1,1,3,1,1,1,1,0
0,1,79.5,0,79.5,1,0,0,0,2,0,2,0,1,1
0,19,20.2,1,382.2,2,1,1,1,3,1,1,1,1,0
0,66,63.85,2,4264.6,0,1,0,0,2,0,0,0,1,0
1,17,61.95,2,1070.7,0,1,0,1,3,2,0,0,1,0
2,52,25.75,1,1345.85,2,1,1,1,3,1,1,1,1,0
1,19,58.2,0,1045.25,0,0,0,0,2,0,2,2,1,0
1,36,85.85,2,3003.55,0,0,2,0,0,2,2,2,1,0
0,7,70.1,0,467.55,1,1,0,0,3,0,0,0,1,1
1,72,104.9,2,7537.5,1,1,2,1,1,2,0,2,1,0
1,67,111.3,0,7482.1,1,1,2,1,2,2,2,2,1,1
0,57,95.25,0,5427.05,1,1,0,0,0,2,0,2,1,1
0,7,86.25,0,587.1,1,1,0,0,2,2,2,0,1,1
0,1,100.8,0,100.8,1,1,0,0,2,2,2,0,1,1
0,8,19.55,1,161.15,2,1,1,0,0,1,1,1,1,0
2,69,104.0,2,7028.5,1,0,0,0,2,2,2,0,1,0
1,50,104.4,0,5232.9,1,1,2,0,3,2,2,0,1,0
1,10,19.5,1,225.85,2,0,1,0,3,1,1,1,1,0
2,12,25.25,1,274.7,2,1,1,1,1,1,1,1,1,0
0,14,86.3,0,1180.95,1,0,0,0,2,0,0,2,1,1
2,70,49.85,2,3370.2,0,1,2,0,0,2,0,0,0,0
0,64,108.95,2,7111.3,1,0,2,0,0,2,2,0,1,0
2,66,89.9,2,5958.85,0,1,2,1,1,2,2,2,1,0
2,71,82.0,2,5999.85,0,1,2,1,1,2,2,0,1,0
0,20,89.95,0,1648.45,1,0,0,0,2,0,2,0,1,0
2,72,79.35,2,5753.25,0,1,2,0,0,0,2,2,1,0
2,71,64.05,2,4492.9,0,1,2,1,1,2,0,2,1,0
0,38,101.15,0,3956.7,1,1,0,1,1,2,2,0,1,0
0,28,89.95,0,2625.55,1,0,0,0,2,0,0,2,1,1
0,17,76.45,0,1233.4,1,1,0,0,2,0,0,2,1,1
1,33,39.1,0,1309.0,0,0,0,0,2,0,2,2,0,0
1,58,19.55,1,1108.8,2,1,1,1,2,1,1,1,1,0
2,70,104.45,2,7349.35,1,1,0,0,0,0,2,2,1,0
0,4,70.5,0,294.2,1,1,0,0,2,0,0,0,1,0
0,10,70.0,0,740.0,1,0,0,0,2,0,0,0,1,1
2,36,19.45,1,754.5,2,1,1,1,1,1,1,1,1,0
0,54,69.9,2,3883.3,0,0,2,0,3,0,2,2,1,0
2,23,59.7,2,1414.2,0,1,0,1,3,0,0,2,1,0
0,5,71.45,0,371.6,1,0,0,0,3,0,0,0,1,0
1,27,45.85,0,1246.4,0,1,0,1,1,2,0,2,0,0
0,1,95.85,2,95.85,1,0,0,0,2,0,2,0,1,0
2,67,35.7,2,2545.7,0,1,2,1,1,0,0,0,0,0
2,72,89.55,2,6448.85,0,1,2,1,1,2,2,2,1,0
2,56,24.95,1,1468.9,2,1,1,1,1,1,1,1,1,0
1,44,24.85,1,1013.6,2,1,1,1,2,1,1,1,1,0
0,66,100.8,0,6690.75,1,1,0,0,2,0,2,2,1,0
1,34,64.4,2,2088.75,0,0,2,0,3,0,0,2,1,1
2,69,105.35,2,7240.65,1,1,0,0,0,2,2,0,1,0
0,1,102.45,0,102.45,1,1,2,1,2,2,2,0,1,1
2,40,19.65,1,830.25,2,0,1,0,1,1,1,1,1,0
0,30,54.45,0,1588.7,0,1,2,1,0,0,0,0,1,0
0,11,70.5,2,829.3,0,0,0,0,3,0,2,0,1,0
1,15,20.1,1,302.45,2,0,1,0,1,1,1,1,1,0
0,11,69.35,0,712.25,0,0,0,0,2,2,2,0,1,0
1,64,19.8,1,1336.65,2,1,1,1,0,1,1,1,1,0
2,72,74.4,2,5360.75,0,1,2,0,0,2,2,2,1,0
2,72,93.05,2,6735.05,1,1,2,0,0,2,0,2,1,0
0,1,51.2,0,51.2,0,0,2,1,3,0,0,0,1,0
1,15,65.6,2,1010.0,0,0,2,1,1,2,0,2,1,0
1,60,80.55,2,4847.05,0,0,0,0,1,2,2,0,1,0
1,56,52.7,0,3019.7,0,0,2,0,3,2,0,0,1,0
2,8,20.85,1,161.65,2,0,1,0,3,1,1,1,1,0
0,3,80.1,2,217.55,1,0,0,0,1,2,0,0,1,1
0,49,52.15,0,2583.75,0,1,0,0,1,0,0,0,1,0
0,2,80.2,0,146.05,1,0,0,0,2,0,2,0,1,1
0,6,98.15,2,567.45,1,0,2,0,0,2,0,2,1,1
2,70,114.95,2,7711.25,1,0,2,0,0,2,2,2,1,0
0,12,112.95,2,1384.75,1,0,0,0,3,2,2,2,1,1
1,52,104.45,2,5481.25,1,1,2,0,0,2,2,0,1,0
2,72,113.65,2,8124.2,1,1,2,0,1,2,2,2,1,0
2,40,20.6,1,827.3,2,0,1,0,0,1,1,1,1,0
0,1,70.9,0,70.9,1,0,0,0,3,0,0,0,1,1
0,3,86.85,0,220.95,1,0,0,0,2,2,2,0,1,1
0,40,91.55,0,3673.6,1,0,0,0,2,0,2,0,1,0
0,1,49.85,0,49.85,0,0,0,1,2,2,0,0,1,0
1,30,19.8,1,576.65,2,1,1,0,1,1,1,1,1,0
0,23,99.85,2,2331.3,1,1,2,1,2,0,2,0,1,1
0,1,74.5,0,74.5,1,1,0,1,2,0,0,0,1,1
0,44,104.15,2,4495.65,1,1,0,0,2,2,2,0,1,0
0,65,109.15,2,6941.2,1,0,0,0,2,2,2,2,1,1
0,7,48.2,0,340.35,0,0,2,0,2,0,0,0,1,0
2,72,25.1,1,1789.9,2,0,1,0,1,1,1,1,1,0
0,8,100.15,2,908.55,1,0,0,0,1,0,2,0,1,0
0,16,65.2,0,1043.35,0,0,0,0,1,2,0,0,1,1
0,66,99.5,0,6822.15,1,1,0,1,1,2,2,0,1,1
0,1,71.55,0,71.55,1,0,0,0,3,0,0,0,1,1
0,3,55.9,0,157.55,0,0,2,1,3,2,0,0,1,0
0,53,93.9,0,5029.2,1,1,2,0,2,2,0,0,1,1
0,8,64.4,2,581.7,0,1,0,0,1,2,0,0,1,0
0,5,85.3,0,420.45,1,0,0,0,3,0,2,2,1,0
2,72,107.45,2,7576.7,1,1,2,1,3,2,2,0,1,0
0,4,85.65,0,321.65,1,0,0,0,2,0,2,0,1,1
2,54,91.3,2,4965.0,0,1,2,1,1,2,2,2,1,0
2,72,85.95,2,6151.9,0,1,0,0,0,2,2,2,1,0
0,12,106.7,0,1253.9,1,0,0,0,2,2,2,2,1,1
0,1,25.15,0,25.15,0,0,0,0,2,0,0,0,0,1
0,1,45.2,0,45.2,0,0,0,0,2,0,0,0,1,0
2,69,79.2,0,5420.65,1,1,0,1,1,2,0,0,1,0
2,48,55.5,0,2627.35,0,0,2,0,1,0,0,2,1,0
1,48,103.25,0,5037.55,1,1,2,1,1,0,2,2,1,1
0,8,90.25,2,743.75,1,1,0,0,2,0,0,0,1,0
2,71,91.25,2,6589.6,0,1,2,1,3,2,2,2,1,0
0,2,47.8,0,92.45,0,0,2,0,2,0,0,0,1,1
1,67,100.9,0,6733.15,1,1,2,0,1,0,2,2,1,0
0,34,97.7,0,3410.0,1,1,0,1,0,0,2,2,1,0
0,3,69.85,0,199.85,1,0,0,0,2,0,0,0,1,0
1,9,65.6,2,593.3,0,1,0,1,3,0,2,2,1,0
1,71,104.65,0,7288.4,1,1,2,1,0,2,2,2,1,0
2,57,90.45,2,5229.8,1,0,0,0,1,0,2,0,1,0
2,72,63.7,2,4464.8,0,0,2,0,0,2,2,2,0,0
0,48,104.5,2,5068.05,1,1,2,1,2,2,2,0,1,0
1,18,20.1,1,401.85,2,0,1,0,3,1,1,1,1,0
1,43,104.3,2,4451.85,1,1,0,1,1,2,2,0,1,0
2,72,93.25,2,6688.95,0,1,2,1,0,2,2,2,1,0
1,35,73.45,2,2661.1,0,1,0,1,0,0,2,0,1,0
0,4,20.7,1,73.05,2,0,1,0,3,1,1,1,1,0
2,49,25.25,1,1211.65,2,1,1,1,3,1,1,1,1,0
2,71,100.5,0,7030.65,1,1,2,1,0,2,2,2,1,0
0,11,90.6,0,1020.2,1,1,0,1,2,0,2,0,1,0
2,63,89.4,2,5597.65,0,1,2,1,1,2,2,2,1,0
0,65,95.45,0,6223.3,1,0,0,0,0,2,2,2,1,0
2,49,20.45,1,1024.65,2,0,1,1,1,1,1,1,1,0
0,29,98.6,0,2933.2,1,0,0,0,1,2,2,0,1,1
0,15,83.05,2,1258.3,1,1,0,0,2,2,0,0,1,1
