TotalCharges,MonthlyCharges,tenure,Contract,OnlineSecurity,TechSupport,InternetService,DeviceProtection,OnlineBackup,Churn
857.8,55.85,16,1,2,0,0,0,2,0
7554.05,106.05,70,0,2,0,1,0,2,0
5981.65,84.1,72,2,2,0,0,2,2,0
1702.9,75.3,23,0,0,0,1,2,0,0
467.15,24.7,21,0,1,1,2,1,1,0
20.15,20.15,1,0,1,1,2,1,1,1
69.75,69.75,1,0,0,0,1,0,0,1
2931.0,93.2,32,0,0,0,1,0,0,1
1400.85,80.85,17,0,0,0,1,0,0,1
137.85,33.65,4,0,2,0,0,0,2,1
1941.5,55.8,36,1,0,0,0,2,0,0
1932.75,39.7,50,2,0,2,0,2,2,0
1423.05,29.5,48,0,0,2,0,0,0,0
970.85,20.15,50,2,1,1,2,1,1,0
5810.9,79.55,72,2,2,2,0,2,2,0
391.7,19.65,18,0,1,1,2,1,1,0
79.95,79.95,1,0,0,0,1,0,0,1
19.3,19.3,1,0,1,1,2,1,1,1
811.65,94.05,9,0,0,0,1,2,0,0
174.75,90.75,2,0,2,0,1,0,0,0
3126.85,78.85,40,0,0,2,1,0,0,0
6841.45,99.5,69,1,0,0,1,2,0,0
3754.6,99.2,37,1,2,2,1,2,0,1
1406.65,80.55,18,0,0,0,1,2,0,0
834.7,70.2,11,0,0,0,1,0,0,0
627.4,85.2,8,0,0,0,1,0,0,1
242.0,75.25,3,0,0,0,1,0,0,1
3157.0,59.45,55,1,2,0,0,0,0,0
3092.0,93.35,33,0,0,0,1,2,2,0
2168.9,44.95,46,0,0,0,0,0,0,0
980.35,26.1,34,2,1,1,2,1,1,0
65.95,20.2,3,0,1,1,2,1,1,0
711.9,21.25,30,2,1,1,2,1,1,0
1952.8,59.4,33,1,2,2,0,0,0,0
2647.1,61.9,40,0,2,2,0,0,2,0
8477.6,118.65,71,2,2,2,1,2,2,0
54.35,54.35,1,0,0,0,0,2,0,1
4528.0,64.45,72,2,2,2,0,2,2,0
1790.65,80.15,22,0,0,0,1,0,0,0
845.6,20.2,46,1,1,1,2,1,1,0
1210.3,21.0,55,2,1,1,2,1,1,0
20.45,20.45,1,0,1,1,2,1,1,0
854.45,75.85,12,1,0,2,0,0,0,0
5229.45,75.5,67,2,2,0,0,0,0,0
44.45,44.45,1,0,0,0,0,0,0,0
1716.45,42.35,40,1,2,0,0,2,2,1
3023.55,74.55,41,0,2,0,0,2,2,0
75.3,75.3,1,0,0,0,1,0,0,1
4837.6,94.8,51,1,2,0,1,0,2,1
2032.3,48.15,42,2,2,2,0,2,0,0
436.9,19.65,23,1,1,1,2,1,1,0
70.55,70.55,1,0,0,0,1,0,0,1
20.15,20.15,1,0,1,1,2,1,1,0
313.0,25.4,12,2,1,1,2,1,1,0
3871.85,69.95,54,2,2,2,0,2,0,0
458.1,66.85,7,0,0,0,0,0,0,0
2745.7,86.15,33,0,0,0,1,0,0,1
1336.8,64.85,21,1,2,0,0,2,0,0
147.75,50.5,3,0,0,2,0,0,0,0
818.45,72.9,11,0,0,0,1,2,0,0
7133.45,115.05,62,1,2,2,1,2,2,0
348.8,19.0,18,0,1,1,2,1,1,0
128.6,19.55,6,0,1,1,2,1,1,0
1737.45,84.1,21,0,0,0,1,0,0,0
1498.85,24.15,68,2,1,1,2,1,1,0
50.1,50.1,1,0,0,0,0,0,0,0
1797.75,74.6,25,0,0,0,1,2,0,0
498.1,19.75,24,2,1,1,2,1,1,0
2624.25,85.0,30,0,0,0,1,0,0,1
184.1,80.55,2,0,0,0,1,0,0,1
5498.8,106.8,51,1,0,0,1,2,2,0
4845.4,84.5,57,2,2,2,0,2,0,0
369.1,25.05,15,2,1,1,2,1,1,0
6096.9,83.7,72,2,2,2,0,2,2,0
160.75,75.8,2,0,0,0,1,2,0,1
2684.35,96.6,28,0,0,0,1,2,2,0
3004.15,98.5,29,0,0,0,1,2,0,1
6994.8,101.1,70,2,2,2,1,2,2,0
273.25,20.2,13,1,1,1,2,1,1,0
5483.9,94.05,59,1,2,2,1,2,2,0
1233.65,95.25,13,0,0,0,1,0,0,1
527.9,74.4,7,0,0,0,1,0,0,1
4985.9,81.0,62,2,2,2,0,2,0,0
1258.35,60.25,21,1,2,2,0,2,0,0
111.4,60.85,2,0,0,0,0,2,0,0
43.95,43.95,1,0,0,0,0,0,0,0
308.1,86.05,4,0,0,0,1,2,0,0
383.65,20.25,19,1,1,1,2,1,1,0
2555.9,85.15,30,0,0,2,1,0,0,1
1284.2,19.4,67,2,1,1,2,1,1,0
7550.3,102.65,72,2,2,0,1,2,2,0
1110.05,19.9,53,2,1,1,2,1,1,0
99.6,19.55,5,1,1,1,2,1,1,0
6707.15,95.5,71,2,0,2,1,2,2,0
4164.4,84.15,50,1,0,2,0,2,2,0
5873.75,103.2,56,2,0,2,1,2,0,0
109.25,50.2,2,0,0,2,0,0,0,0
179.25,88.55,2,0,0,0,1,2,0,1
1338.15,54.75,24,0,2,0,0,0,0,1
862.4,19.95,46,2,1,1,2,1,1,0
8564.75,116.25,71,2,2,2,1,2,2,0
926.2,31.2,29,0,0,2,0,0,0,0
1718.2,24.45,69,2,1,1,2,1,1,0
5956.85,84.2,71,2,0,2,0,2,2,0
91.3,91.3,1,0,0,0,1,0,0,1
1238.65,21.2,56,1,1,1,2,1,1,0
79.5,79.5,1,0,0,0,1,0,0,1
382.2,20.2,19,0,1,1,2,1,1,0
4264.6,63.85,66,0,0,2,0,0,0,0
1070.7,61.95,17,1,0,2,0,2,0,0
1345.85,25.75,52,2,1,1,2,1,1,0
1045.25,58.2,19,1,0,0,0,0,2,0
3003.55,85.85,36,1,2,2,0,2,2,0
467.55,70.1,7,0,0,0,1,0,0,1
7537.5,104.9,72,1,2,2,1,2,2,0
7482.1,111.3,67,1,2,0,1,2,2,1
5427.05,95.25,57,0,0,0,1,2,2,1
587.1,86.25,7,0,0,0,1,2,0,1
100.8,100.8,1,0,0,0,1,2,0,1
161.15,19.55,8,0,1,1,2,1,1,0
7028.5,104.0,69,2,0,2,1,2,0,0
5232.9,104.4,50,1,2,0,1,2,0,0
225.85,19.5,10,1,1,1,2,1,1,0
274.7,25.25,12,2,1,1,2,1,1,0
1180.95,86.3,14,0,0,0,1,0,2,1
3370.2,49.85,70,2,2,2,0,2,0,0
7111.3,108.95,64,0,2,2,1,2,0,0
5958.85,89.9,66,2,2,2,0,2,2,0
5999.85,82.0,71,2,2,2,0,2,0,0
1648.45,89.95,20,0,0,0,1,0,0,0
5753.25,79.35,72,2,2,2,0,0,2,0
4492.9,64.05,71,2,2,2,0,2,2,0
3956.7,101.15,38,0,0,0,1,2,0,0
2625.55,89.95,28,0,0,0,1,0,2,1
1233.4,76.45,17,0,0,0,1,0,2,1
1309.0,39.1,33,1,0,0,0,0,2,0
1108.8,19.55,58,1,1,1,2,1,1,0
7349.35,104.45,70,2,0,2,1,0,2,0
294.2,70.5,4,0,0,0,1,0,0,0
740.0,70.0,10,0,0,0,1,0,0,1
754.5,19.45,36,2,1,1,2,1,1,0
3883.3,69.9,54,0,2,2,0,0,2,0
1414.2,59.7,23,2,0,2,0,0,2,0
371.6,71.45,5,0,0,0,1,0,0,0
1246.4,45.85,27,1,0,0,0,2,2,0
95.85,95.85,1,0,0,2,1,0,0,0
2545.7,35.7,67,2,2,2,0,0,0,0
6448.85,89.55,72,2,2,2,0,2,2,0
1468.9,24.95,56,2,1,1,2,1,1,0
1013.6,24.85,44,1,1,1,2,1,1,0
6690.75,100.8,66,0,0,0,1,0,2,0
2088.75,64.4,34,1,2,2,0,0,2,1
7240.65,105.35,69,2,0,2,1,2,0,0
102.45,102.45,1,0,2,0,1,2,0,1
830.25,19.65,40,2,1,1,2,1,1,0
1588.7,54.45,30,0,2,0,0,0,0,0
829.3,70.5,11,0,0,2,0,0,0,0
302.45,20.1,15,1,1,1,2,1,1,0
712.25,69.35,11,0,0,0,0,2,0,0
1336.65,19.8,64,1,1,1,2,1,1,0
5360.75,74.4,72,2,2,2,0,2,2,0
6735.05,93.05,72,2,2,2,1,2,2,0
51.2,51.2,1,0,2,0,0,0,0,0
1010.0,65.6,15,1,2,2,0,2,2,0
4847.05,80.55,60,1,0,2,0,2,0,0
3019.7,52.7,56,1,2,0,0,2,0,0
161.65,20.85,8,2,1,1,2,1,1,0
217.55,80.1,3,0,0,2,1,2,0,1
2583.75,52.15,49,0,0,0,0,0,0,0
146.05,80.2,2,0,0,0,1,0,0,1
567.45,98.15,6,0,2,2,1,2,2,1
7711.25,114.95,70,2,2,2,1,2,2,0
1384.75,112.95,12,0,0,2,1,2,2,1
5481.25,104.45,52,1,2,2,1,2,0,0
8124.2,113.65,72,2,2,2,1,2,2,0
827.3,20.6,40,2,1,1,2,1,1,0
70.9,70.9,1,0,0,0,1,0,0,1
220.95,86.85,3,0,0,0,1,2,0,1
3673.6,91.55,40,0,0,0,1,0,0,0
576.65,19.8,30,1,1,1,2,1,1,0
2331.3,99.85,23,0,2,2,1,0,0,1
74.5,74.5,1,0,0,0,1,0,0,1
4495.65,104.15,44,0,0,2,1,2,0,0
6941.2,109.15,65,0,0,2,1,2,2,1
340.35,48.2,7,0,2,0,0,0,0,0
1789.9,25.1,72,2,1,1,2,1,1,0
908.55,100.15,8,0,0,2,1,0,0,0
1043.35,65.2,16,0,0,0,0,2,0,1
6822.15,99.5,66,0,0,0,1,2,0,1
71.55,71.55,1,0,0,0,1,0,0,1
157.55,55.9,3,0,2,0,0,2,0,0
5029.2,93.9,53,0,2,0,1,2,0,1
581.7,64.4,8,0,0,2,0,2,0,0
420.45,85.3,5,0,0,0,1,0,2,0
7576.7,107.45,72,2,2,2,1,2,0,0
321.65,85.65,4,0,0,0,1,0,0,1
4965.0,91.3,54,2,2,2,0,2,2,0
6151.9,85.95,72,2,0,2,0,2,2,0
1253.9,106.7,12,0,0,0,1,2,2,1
25.15,25.15,1,0,0,0,0,0,0,1
45.2,45.2,1,0,0,0,0,0,0,0
5420.65,79.2,69,2,0,0,1,2,0,0
2627.35,55.5,48,2,2,0,0,0,2,0
5037.55,103.25,48,1,2,0,1,0,2,1
6589.6,91.25,71,2,2,2,0,2,2,0
92.45,47.8,2,0,2,0,0,0,0,1
6733.15,100.9,67,1,2,0,1,0,2,0
3410.0,97.7,34,0,0,0,1,0,2,0
199.85,69.85,3,0,0,0,1,0,0,0
593.3,65.6,9,1,0,2,0,0,2,0
7288.4,104.65,71,1,2,0,1,2,2,0
5229.8,90.45,57,2,0,2,1,0,0,0
4464.8,63.7,72,2,2,2,0,2,2,0
5068.05,104.5,48,0,2,2,1,2,0,0
401.85,20.1,18,1,1,1,2,1,1,0
4451.85,104.3,43,1,0,2,1,2,0,0
6688.95,93.25,72,2,2,2,0,2,2,0
2661.1,73.45,35,1,0,2,0,0,0,0
73.05,20.7,4,0,1,1,2,1,1,0
1211.65,25.25,49,2,1,1,2,1,1,0
7030.65,100.5,71,2,2,0,1,2,2,0
1020.2,90.6,11,0,0,0,1,0,0,0
5597.65,89.4,63,2,2,2,0,2,2,0
6223.3,95.45,65,0,0,0,1,2,2,0
1024.65,20.45,49,2,1,1,2,1,1,0
2933.2,98.6,29,0,0,0,1,2,0,1
1258.3,83.05,15,0,0,2,1,2,0,1
82.9,19.95,4,0,1,1,2,1,1,0
7789.6,109.15,72,1,0,2,1,2,2,0
2067.0,85.7,26,0,0,0,1,2,0,0
3452.55,102.05,35,0,0,0,1,2,0,0
5468.95,94.7,57,1,0,2,1,0,2,0
1802.15,64.4,28,0,0,0,0,0,2,0
733.55,26.8,25,1,1,1,2,1,1,0
3687.85,65.2,57,0,2,2,0,0,2,0
1391.15,85.05,16,0,0,0,1,0,0,0
274.35,55.8,5,0,2,0,0,2,0,0
1214.05,70.4,17,0,0,0,1,0,0,1
5510.65,104.75,56,1,0,0,1,2,2,1
1322.85,19.95,72,2,1,1,2,1,1,0
1973.75,94.25,21,0,0,0,1,0,0,1
2196.3,45.0,48,1,2,0,0,2,0,0
7843.55,114.9,68,2,2,2,1,2,2,0
3211.9,106.4,30,0,2,2,1,0,0,0
130.15,46.1,3,0,0,0,0,0,0,0
6849.4,95.75,71,2,0,0,1,2,2,0
203.95,24.4,8,1,1,1,2,1,1,0
2117.2,33.6,61,0,2,0,0,2,0,0
6565.85,90.45,72,2,0,2,1,2,2,0
168.9,19.7,8,0,1,1,2,1,1,0
197.4,19.6,9,2,1,1,2,1,1,0
3838.2,54.2,67,2,2,0,0,0,2,0
2065.15,45.2,46,0,0,0,0,0,0,0
5064.45,75.1,67,1,2,0,0,2,2,0
1140.05,19.7,55,1,1,1,2,1,1,0
2447.45,72.75,33,0,2,0,0,2,2,0
1263.9,20.05,62,2,1,1,2,1,1,0
45.95,45.95,1,0,0,0,0,0,0,1
1838.15,39.2,49,0,2,0,0,0,0,0
44.75,44.75,1,0,0,0,0,0,0,0
1743.9,93.9,18,0,0,2,1,2,0,0
70.15,70.15,1,0,0,0,1,0,0,1
85.55,85.55,1,0,0,0,1,2,0,1
8529.5,117.15,72,2,2,2,1,2,2,0
7806.5,112.55,69,2,2,2,1,2,2,0
25.7,25.7,1,0,1,1,2,1,1,0
6287.3,90.3,71,2,2,2,0,2,2,0
3251.85,49.4,66,1,0,2,0,0,0,0
50.6,19.4,2,0,1,1,2,1,1,0
7904.25,109.7,71,2,2,2,1,2,2,0
729.95,61.25,11,1,0,0,0,0,2,0
2654.05,55.3,47,0,2,0,0,0,2,0
2416.55,70.3,35,0,0,0,1,0,0,1
3520.75,106.35,32,0,0,0,1,2,2,1
5969.95,103.75,60,0,0,2,1,0,2,0
226.8,19.5,11,1,1,1,2,1,1,0
1082.75,39.5,29,1,2,2,0,0,2,0
565.75,26.05,21,0,0,0,0,0,0,0
4370.75,91.05,48,0,0,0,1,2,0,0
90.05,29.65,3,0,0,0,0,0,2,0
2169.4,50.2,43,0,0,0,0,0,2,0
550.6,105.3,5,0,0,0,1,2,2,0
55.45,55.45,1,0,0,0,0,0,0,0
6300.85,85.45,71,1,2,2,0,2,0,0
160.05,19.8,8,1,1,1,2,1,1,0
436.6,59.25,8,0,0,0,0,0,0,0
1781.35,90.7,20,0,0,0,1,2,0,0
3467.0,103.7,33,1,2,0,1,2,0,1
5552.5,79.05,71,1,0,0,1,0,2,0
2835.5,90.7,31,1,0,0,1,2,0,0
88.35,88.35,1,0,0,0,1,0,0,1
63.75,30.25,2,0,0,0,0,0,2,0
617.15,49.85,12,0,0,0,0,2,0,0
870.25,93.0,9,0,2,2,1,2,0,0
601.25,54.55,11,0,0,2,0,0,2,0
6046.1,84.8,71,1,2,2,0,2,2,0
3923.8,94.45,42,1,2,0,1,0,2,0
777.3,94.2,8,0,0,0,1,2,0,1
141.45,70.7,2,0,0,0,1,0,0,1
892.15,20.85,45,2,1,1,2,1,1,0
1682.05,60.0,28,1,0,2,0,2,2,0
3398.9,80.45,43,0,0,0,1,0,2,0
4984.85,84.95,60,2,2,2,0,2,0,0
1445.3,33.55,42,1,0,2,0,0,2,1
507.9,20.2,25,1,1,1,2,1,1,0
3640.45,94.55,40,0,0,0,1,0,0,1
2673.45,100.5,27,1,0,0,1,2,0,0
389.8,35.75,10,0,0,2,0,0,2,0
2401.05,86.45,27,0,0,0,1,2,2,0
651.55,53.8,11,1,0,2,0,2,0,0
156.1,38.55,4,0,2,0,0,0,0,0
2796.35,39.9,68,0,0,0,0,2,0,0
70.05,70.05,1,0,0,0,1,0,0,0
407.05,20.1,18,1,1,1,2,1,1,0
6465.0,112.95,57,2,2,0,1,2,2,1
511.25,20.3,26,0,1,1,2,1,1,0
646.05,35.65,17,0,0,0,0,2,2,0
35.9,35.9,1,0,0,0,0,0,0,1
3777.15,99.25,38,0,0,0,1,2,0,1
4903.15,82.95,59,1,2,0,1,2,2,0
1653.85,55.65,30,2,2,0,0,2,0,0
47.5,24.45,2,0,0,0,0,0,0,1
1306.3,25.2,50,1,1,1,2,1,1,0
463.6,50.8,9,1,2,2,0,2,0,0
60.65,19.65,3,0,1,1,2,1,1,0
824.85,59.8,14,0,0,0,0,2,0,0
2094.65,73.55,31,0,2,0,1,0,0,0
438.9,61.4,7,0,2,0,0,2,2,0
847.3,103.35,8,0,2,2,1,0,0,1
329.75,19.9,17,1,1,1,2,1,1,0
674.55,19.45,32,0,1,1,2,1,1,0
162.55,81.5,2,0,0,0,1,0,0,0
546.95,84.8,7,0,0,0,1,0,0,1
3186.65,99.95,31,0,0,0,1,0,2,1
1972.35,74.4,27,0,2,0,1,0,0,0
1527.35,90.0,18,0,0,0,1,0,2,1
490.55,74.9,7,0,0,0,1,2,0,0
1531.4,104.85,14,0,0,0,1,2,2,1
683.25,59.65,11,0,0,0,0,2,0,0
8058.85,110.45,72,2,2,2,1,2,0,0
2847.4,106.1,28,1,2,0,1,0,2,1
1133.9,74.2,15,0,0,0,1,0,0,1
294.45,74.45,4,0,0,0,1,0,0,0
1719.15,24.55,71,2,1,1,2,1,1,0
461.7,89.35,5,0,0,2,1,0,2,1
1160.45,24.55,47,2,1,1,2,1,1,0
5199.8,90.65,57,1,0,0,1,2,2,0
5163.3,105.05,50,2,2,0,1,2,0,0
162.3,20.45,8,0,1,1,2,1,1,0
883.35,19.55,48,2,1,1,2,1,1,0
1341.5,19.7,70,1,1,1,2,1,1,0
70.45,70.45,1,0,2,2,0,0,2,0
659.45,85.65,8,0,0,0,1,0,0,0
77.15,77.15,1,0,0,0,1,0,0,1
35.25,35.25,1,0,0,0,0,0,0,1
1205.05,20.55,60,2,1,1,2,1,1,0
4917.9,97.95,49,1,0,2,1,0,0,0
201.0,48.55,4,0,0,0,0,0,2,1
599.3,20.0,29,1,1,1,2,1,1,0
1733.15,25.25,67,2,1,1,2,1,1,0
5149.5,98.4,53,0,0,0,1,0,2,1
4677.1,70.9,67,2,2,2,0,2,2,0
119.3,19.85,6,0,1,1,2,1,1,0
4849.1,106.35,47,0,0,0,1,2,2,0
5424.25,99.5,53,2,2,2,1,2,2,0
5878.9,84.7,69,2,2,2,0,2,2,0
244.85,86.05,3,0,2,0,1,0,0,0
220.75,44.55,4,0,0,0,0,0,0,0
4261.2,75.85,56,2,2,2,0,0,2,0
5574.75,93.85,59,0,0,0,1,0,0,1
1501.75,25.0,61,2,1,1,2,1,1,0
4541.2,100.7,46,0,2,0,1,2,2,1
255.5,20.5,12,0,1,1,2,1,1,0
1072.0,80.45,14,0,0,0,1,2,0,1
2509.25,90.45,28,1,0,2,1,0,0,0
1440.75,60.45,24,0,2,2,0,0,2,0
5333.35,78.45,68,1,2,2,0,2,2,0
3895.35,100.55,39,2,0,2,1,0,0,0
869.9,20.35,42,0,1,1,2,1,1,0
706.85,54.45,13,0,2,2,0,0,0,1
2636.05,75.35,35,0,0,0,1,0,0,1
814.75,20.25,38,1,1,1,2,1,1,0
388.6,20.05,18,2,1,1,2,1,1,0
93.45,19.6,4,0,1,1,2,1,1,0
1389.85,53.8,27,0,0,2,0,0,2,0
2894.55,70.2,41,1,2,0,0,2,2,0
4025.6,75.5,50,1,2,2,0,0,0,0
1354.4,20.35,72,2,1,1,2,1,1,0
1856.4,26.05,70,1,1,1,2,1,1,0
926.0,20.6,44,1,1,1,2,1,1,0
189.2,75.7,2,0,2,0,1,0,0,1
682.1,20.1,34,1,1,1,2,1,1,0
1778.7,24.3,72,2,1,1,2,1,1,0
1816.2,24.5,71,2,1,1,2,1,1,0
7069.25,110.5,64,2,0,2,1,2,2,0
1841.2,25.25,72,2,1,1,2,1,1,0
74.25,74.25,1,0,0,0,1,0,0,1
2656.7,90.1,29,1,2,0,1,2,0,0
1689.45,68.75,23,1,2,2,0,2,0,0
1054.75,19.2,52,2,1,1,2,1,1,0
2187.55,89.7,25,0,0,0,1,0,2,1
7334.05,115.1,64,2,2,2,1,2,2,0
1581.2,96.4,16,0,0,0,1,0,0,1
69.5,69.5,1,0,0,0,1,0,0,1
2404.85,99.65,24,0,0,0,1,0,2,0
171.45,91.45,2,0,0,0,1,2,0,0
2839.45,84.75,34,2,2,2,0,2,2,0
3132.75,85.25,36,0,0,0,1,0,0,1
3942.45,78.75,53,1,0,2,0,2,0,0
873.4,20.25,47,2,1,1,2,1,1,0
1529.65,19.9,72,2,1,1,2,1,1,0
6991.6,97.75,72,2,2,2,1,0,2,0
19.4,19.4,1,0,1,1,2,1,1,1
803.3,83.3,9,0,0,0,1,0,0,1
679.3,80.1,8,0,0,0,1,0,0,1
2791.5,62.7,45,1,2,0,0,2,0,1
1681.6,24.45,71,2,1,1,2,1,1,0
4016.2,101.1,41,1,0,2,1,2,0,0
3281.65,50.9,67,2,2,0,0,0,0,0
6474.45,92.2,70,2,2,2,0,2,2,0
8164.1,113.4,72,2,2,2,1,2,2,0
1325.85,40.55,34,2,0,2,0,0,0,0
1654.85,26.0,65,2,1,1,2,1,1,0
7795.95,111.95,70,2,2,2,1,2,2,0
3952.45,53.8,72,2,2,0,0,2,0,0
2495.15,72.1,35,1,0,2,0,0,0,0
1230.25,98.15,13,0,2,0,1,0,0,1
876.75,78.85,12,1,2,0,0,2,0,0
4263.45,70.75,62,1,2,2,0,2,0,0
1992.95,76.15,25,0,2,2,0,0,0,0
1982.1,39.1,52,2,2,2,0,0,2,0
33.7,20.05,2,0,1,1,2,1,1,0
1090.1,20.05,56,2,1,1,2,1,1,0
1250.85,26.9,47,1,1,1,2,1,1,0
37.2,19.2,2,0,1,1,2,1,1,0
487.75,60.0,8,0,2,0,0,0,0,0
678.2,20.05,38,1,1,1,2,1,1,0
8425.3,115.55,72,2,2,2,1,2,2,0
7061.65,99.0,71,2,2,0,1,2,2,0
3364.55,50.55,66,2,0,2,0,0,0,0
2655.25,105.95,25,0,0,0,1,2,2,1
1425.45,82.0,18,1,0,2,0,2,0,1
5963.95,91.55,65,2,2,2,0,2,2,0
5742.9,95.75,60,0,0,0,1,2,2,1
278.85,19.35,15,2,1,1,2,1,1,0
1871.85,24.85,72,2,1,1,2,1,1,0
2866.45,94.05,30,0,0,0,1,0,0,1
4303.65,100.4,42,2,0,2,1,2,0,0
1753.0,25.0,71,2,1,1,2,1,1,0
54.75,54.75,1,0,0,0,0,0,0,1
3759.05,95.65,39,0,0,0,1,0,0,1
617.65,19.25,35,0,1,1,2,1,1,0
5935.1,108.25,53,0,0,2,1,2,2,0
94.6,94.6,1,0,0,0,1,0,0,1
2911.3,98.9,31,0,0,2,1,2,0,1
982.95,20.15,48,2,1,1,2,1,1,0
2974.5,101.3,30,0,0,2,1,0,0,0
198.7,20.0,10,0,1,1,2,1,1,0
1275.65,105.3,12,0,0,0,1,2,2,0
4003.0,69.85,57,2,2,2,0,2,0,0
3791.6,65.25,58,0,2,0,0,0,2,0
813.3,19.8,37,2,1,1,2,1,1,0
780.25,19.6,44,0,1,1,2,1,1,0
552.9,20.05,27,1,1,1,2,1,1,0
408.25,49.4,8,0,0,2,0,0,0,0
231.8,76.05,3,0,0,0,1,0,0,1
2191.15,88.4,25,0,0,0,1,2,2,0
5611.7,100.6,57,0,0,0,1,0,2,0
246.25,19.45,12,0,1,1,2,1,1,0
1296.15,20.3,62,2,1,1,2,1,1,0
7082.85,107.65,65,2,0,2,1,2,2,0
5662.25,80.45,71,2,0,2,0,2,0,0
7854.15,109.6,71,1,2,0,1,2,2,0
525.0,75.15,7,0,0,0,1,2,0,0
5265.2,73.0,72,2,2,2,0,2,2,0
70.1,70.1,1,0,0,0,1,0,0,0
7129.45,98.65,72,2,0,2,1,2,2,0
7266.95,111.45,64,1,0,2,1,2,2,0
8496.7,114.9,72,2,2,2,1,2,2,0
261.3,20.4,13,2,1,1,2,1,1,0
3205.6,104.35,31,0,2,0,1,0,2,0
69.75,69.75,1,0,0,0,1,0,0,1
279.25,34.5,7,0,2,2,0,0,0,1
6281.45,105.55,61,0,0,0,1,2,2,1
738.2,70.3,10,0,0,0,1,0,0,1
1137.05,80.45,14,0,0,2,0,0,2,0
6341.45,94.35,67,1,2,2,1,0,0,1
6697.2,91.35,72,2,2,2,0,2,2,0
260.8,44.6,6,0,0,0,0,0,0,1
19.6,19.6,1,0,1,1,2,1,1,1
505.45,19.9,25,1,1,1,2,1,1,0
1299.8,68.35,18,0,2,2,0,2,0,0
5564.85,79.1,71,2,0,2,0,2,2,0
1381.8,51.0,28,1,0,0,0,0,0,0
188.1,80.55,2,0,2,0,1,0,0,0
1077.05,66.7,17,0,0,2,0,2,2,0
4922.4,86.4,56,0,2,0,1,0,2,0
2911.5,50.05,60,1,2,0,0,2,2,0
826.1,25.7,33,2,1,1,2,1,1,0
83.4,83.4,1,0,2,2,1,0,2,0
140.7,70.7,2,0,0,0,1,0,0,1
5377.8,84.65,63,2,2,2,1,0,0,0
665.45,99.25,7,0,0,0,1,2,0,1
3617.1,64.75,55,2,0,0,0,2,2,0
6643.5,100.15,65,1,2,2,1,0,2,0
84.8,84.8,1,0,0,2,1,0,0,1
1559.3,25.25,63,2,1,1,2,1,1,0
7987.6,113.0,70,2,2,2,1,2,2,0
1547.35,40.65,36,2,2,2,0,2,0,0
5426.85,105.0,52,1,0,2,1,2,2,1
2142.8,94.95,22,0,0,2,1,2,2,0
287.85,59.9,5,0,2,2,0,0,2,0
4045.65,85.3,47,0,0,0,1,2,0,1
2757.85,83.35,33,0,0,0,1,0,0,1
600.0,33.5,18,0,0,0,0,2,2,1
19.8,19.8,1,0,1,1,2,1,1,0
4534.45,81.8,56,2,0,2,0,2,2,0
40.9,20.0,2,0,1,1,2,1,1,0
2094.9,59.6,35,0,2,0,0,2,0,0
1584.8,25.0,64,2,1,1,2,1,1,0
1302.65,84.35,15,0,2,0,1,2,0,0
2238.5,90.35,24,0,0,0,1,0,0,1
5437.75,75.35,70,2,2,2,0,0,0,0
90.75,90.75,1,0,0,0,1,0,0,1
365.65,89.6,4,0,0,0,1,0,2,1
2209.15,59.3,39,1,0,2,0,0,0,0
1912.15,66.1,29,0,2,0,0,0,0,0
255.55,18.8,14,2,1,1,2,1,1,0
5175.3,86.45,61,2,2,2,0,2,0,0
670.65,52.1,13,0,2,0,0,0,0,0
3177.25,47.4,66,2,2,2,0,2,2,0
90.35,49.25,2,0,0,0,0,2,0,1
6557.75,109.15,59,1,2,0,1,2,2,0
5791.85,94.95,62,1,2,0,1,0,2,0
3055.5,93.55,33,1,2,2,1,0,2,0
5196.1,79.5,66,2,0,2,0,2,2,0
8405.0,115.05,72,2,2,2,1,2,2,0
19.75,19.75,1,0,1,1,2,1,1,1
1789.25,95.15,19,0,2,0,1,0,2,1
6713.2,105.4,63,0,0,2,1,0,2,0
562.6,20.1,27,1,1,1,2,1,1,0
2317.1,101.35,22,0,2,0,1,0,0,1
91.45,20.05,4,0,1,1,2,1,1,0
828.85,20.7,42,2,1,1,2,1,1,0
617.35,20.35,29,1,1,1,2,1,1,0
266.9,70.05,4,0,0,0,1,0,0,1
625.05,19.7,30,1,1,1,2,1,1,0
301.4,74.65,4,0,0,0,1,0,0,1
6029.9,85.45,71,2,2,2,0,2,2,0
1842.7,40.4,46,2,2,2,0,2,0,0
206.6,50.4,4,0,0,0,0,0,0,1
604.7,79.65,7,0,2,0,1,0,0,1
7386.05,105.2,69,1,0,2,1,0,2,0
7334.05,100.65,72,2,2,0,1,2,2,0
1471.75,79.85,19,0,0,0,1,2,0,1
2626.15,91.0,28,0,0,2,1,2,0,0
412.1,78.75,5,0,0,0,1,0,2,1
8277.05,116.75,72,2,2,2,1,2,2,0
583.45,80.45,8,0,0,0,1,0,0,1
369.25,59.1,7,1,2,0,0,0,0,0
1414.8,19.3,72,2,1,1,2,1,1,0
169.75,19.65,8,0,1,1,2,1,1,0
4354.45,81.4,52,1,2,2,0,2,2,0
2719.2,38.9,68,2,2,2,0,2,0,0
6365.35,87.95,71,2,2,2,0,2,2,0
51.6,19.85,2,0,1,1,2,1,1,0
